gene,ensg,n_directions,n_total_gwas,n_immune_assoc,min_immune_pvalue,immune_traits,example_study,has_genetic_support,n_immune_disease_assoc,dis_min_pvalue,disease_categories,max_neglog10_immune_p,dis_max_neglog10_p
MED12,ENSG00000184634,3,8,0,,,,False,0,,,,
MEN1,ENSG00000133895,3,10,0,,,,False,0,,,,
MTA2,ENSG00000149480,3,17,0,,,,False,0,,,,
NDUFAF3,ENSG00000178057,3,0,0,,,,False,0,,,,
PDCL,ENSG00000136940,3,5,0,,,,False,0,,,,
PGGT1B,ENSG00000164219,3,12,0,,,,False,0,,,,
POLG,ENSG00000140521,3,9,0,,,,False,0,,,,
RNF20,ENSG00000155827,3,1,0,,,,False,0,,,,
SIK3,ENSG00000160584,3,1390,0,,,,False,0,,,,
SKIC8,ENSG00000140395,3,32,0,,,,False,0,,,,
SMARCB1,ENSG00000099956,3,140,0,,,,False,0,,,,
SUPT20H,ENSG00000102710,3,8,0,,,,False,0,,,,
TAF6L,ENSG00000162227,3,2,0,,,,False,0,,,,
TOMM70,ENSG00000154174,3,7,0,,,,False,0,,,,
UBXN1,ENSG00000162191,3,7,0,,,,False,0,,,,
ACLY,ENSG00000131473,2,8,0,,,,False,0,,,,
AKR1C3,ENSG00000196139,2,46,0,,,,False,0,,,,
ALG1,ENSG00000033011,2,12,0,,,,False,0,,,,
ALKBH2,ENSG00000189046,2,1,0,,,,False,0,,,,
AP2A1,ENSG00000196961,2,3,0,,,,False,0,,,,
APC,ENSG00000134982,2,52,0,,,,False,0,,,,
ARPC1B,ENSG00000130429,2,52,0,,,,False,0,,,,
ATAD3A,ENSG00000197785,2,4,0,,,,False,0,,,,
ATAD5,ENSG00000176208,2,137,0,,,,False,0,,,,
ATP5F1A,ENSG00000152234,2,4,0,,,,False,0,,,,
ATXN7L3,ENSG00000087152,2,7,0,,,,False,0,,,,
BAP1,ENSG00000163930,2,1,0,,,,False,0,,,,
BRPF1,ENSG00000156983,2,2,0,,,,False,0,,,,
BTAF1,ENSG00000095564,2,26,0,,,,False,0,,,,
C18orf32,ENSG00000177576,2,1,0,,,,False,0,,,,
CAMK1,ENSG00000134072,2,0,0,,,,False,0,,,,
CARS2,ENSG00000134905,2,12,0,,,,False,0,,,,
CBFB,ENSG00000067955,2,16,0,,,,False,0,,,,
CCDC134,ENSG00000100147,2,16,0,,,,False,0,,,,
CCDC22,ENSG00000101997,2,0,0,,,,False,0,,,,
CD3G,ENSG00000160654,2,5,0,,,,False,0,,,,
CEP135,ENSG00000174799,2,9,0,,,,False,0,,,,
CLPB,ENSG00000162129,2,28,0,,,,False,0,,,,
COMMD5,ENSG00000170619,2,7,0,,,,False,0,,,,
CROT,ENSG00000005469,2,14,0,,,,False,0,,,,
CTPS1,ENSG00000171793,2,40,0,,,,False,0,,,,
CXXC1,ENSG00000154832,2,7,0,,,,False,0,,,,
DCK,ENSG00000156136,2,10,0,,,,False,0,,,,
DENR,ENSG00000139726,2,17,0,,,,False,0,,,,
DHX36,ENSG00000174953,2,24,0,,,,False,0,,,,
DIS3L,ENSG00000166938,2,21,0,,,,False,0,,,,
DLAT,ENSG00000150768,2,5,0,,,,False,0,,,,
DNAAF2,ENSG00000165506,2,7,0,,,,False,0,,,,
DNTTIP1,ENSG00000101457,2,15,0,,,,False,0,,,,
DOHH,ENSG00000129932,2,2,0,,,,False,0,,,,
DOLPP1,ENSG00000167130,2,22,0,,,,False,0,,,,
DOP1B,ENSG00000142197,2,23,0,,,,False,0,,,,
E2F4,ENSG00000205250,2,15,0,,,,False,0,,,,
ECSIT,ENSG00000130159,2,3,0,,,,False,0,,,,
ELAVL1,ENSG00000066044,2,25,0,,,,False,0,,,,
FAM204A,ENSG00000165669,2,6,0,,,,False,0,,,,
FBXO32,ENSG00000156804,2,51,0,,,,False,0,,,,
FLCN,ENSG00000154803,2,12,0,,,,False,0,,,,
FZD6,ENSG00000164930,2,1,0,,,,False,0,,,,
GABPB1,ENSG00000104064,2,7,0,,,,False,0,,,,
GET1,ENSG00000182093,2,6,0,,,,False,0,,,,
GJC1,ENSG00000182963,2,44,0,,,,False,0,,,,
GNE,ENSG00000159921,2,7,0,,,,False,0,,,,
GNG5,ENSG00000174021,2,1,0,,,,False,0,,,,
GNPNAT1,ENSG00000100522,2,20,0,,,,False,0,,,,
GOLT1B,ENSG00000111711,2,8,0,,,,False,0,,,,
GPI,ENSG00000105220,2,4,0,,,,False,0,,,,
GPT2,ENSG00000166123,2,2,0,,,,False,0,,,,
GRSF1,ENSG00000132463,2,3,0,,,,False,0,,,,
GSS,ENSG00000100983,2,72,0,,,,False,0,,,,
HCCS,ENSG00000004961,2,1,0,,,,False,0,,,,
HMBS,ENSG00000256269,2,40,0,,,,False,0,,,,
HNRNPM,ENSG00000099783,2,13,0,,,,False,0,,,,
IBA57,ENSG00000181873,2,2,0,,,,False,0,,,,
IMPDH2,ENSG00000178035,2,5,0,,,,False,0,,,,
INO80B,ENSG00000115274,2,5,0,,,,False,0,,,,
INTS10,ENSG00000104613,2,634,0,,,,False,0,,,,
INTS14,ENSG00000138614,2,4,0,,,,False,0,,,,
INTS15,ENSG00000146576,2,2,0,,,,False,0,,,,
IST1,ENSG00000182149,2,49,0,,,,False,0,,,,
JUNB,ENSG00000171223,2,1,0,,,,False,0,,,,
KDM8,ENSG00000155666,2,7,0,,,,False,0,,,,
KTN1,ENSG00000126777,2,84,0,,,,False,0,,,,
LCK,ENSG00000182866,2,3,0,,,,False,0,,,,
LIN7C,ENSG00000148943,2,10,0,,,,False,0,,,,
LMTK2,ENSG00000164715,2,63,0,,,,False,0,,,,
LRPPRC,ENSG00000138095,2,95,0,,,,False,0,,,,
MEST,ENSG00000106484,2,3,0,,,,False,0,,,,
MIPEP,ENSG00000027001,2,23,0,,,,False,0,,,,
MMGT1,ENSG00000169446,2,0,0,,,,False,0,,,,
MPG,ENSG00000103152,2,11,0,,,,False,0,,,,
MPI,ENSG00000178802,2,17,0,,,,False,0,,,,
MTCH2,ENSG00000109919,2,192,0,,,,False,0,,,,
MTPAP,ENSG00000107951,2,5,0,,,,False,0,,,,
N6AMT1,ENSG00000156239,2,0,0,,,,False,0,,,,
NAA30,ENSG00000139977,2,19,0,,,,False,0,,,,
NAB2,ENSG00000166886,2,8,0,,,,False,0,,,,
NCKAP1L,ENSG00000123338,2,5,0,,,,False,0,,,,
NDFIP2,ENSG00000102471,2,3,0,,,,False,0,,,,
NDRG1,ENSG00000104419,2,24,0,,,,False,0,,,,
NDUFA9,ENSG00000139180,2,5,0,,,,False,0,,,,
NFRKB,ENSG00000170322,2,10,0,,,,False,0,,,,
NXT1,ENSG00000132661,2,1,0,,,,False,0,,,,
ORAI1,ENSG00000276045,2,12,0,,,,False,0,,,,
OXA1L,ENSG00000155463,2,1,0,,,,False,0,,,,
PARP2,ENSG00000129484,2,4,0,,,,False,0,,,,
PCGF1,ENSG00000115289,2,5,0,,,,False,0,,,,
PDHA1,ENSG00000131828,2,8,0,,,,False,0,,,,
PDSS2,ENSG00000164494,2,38,0,,,,False,0,,,,
PGAP2,ENSG00000148985,2,3,0,,,,False,0,,,,
PITRM1,ENSG00000107959,2,12,0,,,,False,0,,,,
PKM,ENSG00000067225,2,9,0,,,,False,0,,,,
PMVK,ENSG00000163344,2,42,0,,,,False,0,,,,
POLRMT,ENSG00000099821,2,7,0,,,,False,0,,,,
PPCS,ENSG00000127125,2,2,0,,,,False,0,,,,
PPP1R14B,ENSG00000173457,2,2,0,,,,False,0,,,,
PPP3R1,ENSG00000221823,2,38,0,,,,False,0,,,,
PRKAR1A,ENSG00000108946,2,62,0,,,,False,0,,,,
QRSL1,ENSG00000130348,2,6,0,,,,False,0,,,,
RAB11FIP1,ENSG00000156675,2,2,0,,,,False,0,,,,
RAP2A,ENSG00000125249,2,7,0,,,,False,0,,,,
RB1CC1,ENSG00000023287,2,25,0,,,,False,0,,,,
RBFA,ENSG00000101546,2,0,0,,,,False,0,,,,
RICTOR,ENSG00000164327,2,31,0,,,,False,0,,,,
RNASEH2A,ENSG00000104889,2,6,0,,,,False,0,,,,
RNFT2,ENSG00000135119,2,42,0,,,,False,0,,,,
SEC23A,ENSG00000100934,2,19,0,,,,False,0,,,,
SIN3B,ENSG00000127511,2,3,0,,,,False,0,,,,
SLC35B1,ENSG00000121073,2,6,0,,,,False,0,,,,
SMARCA5,ENSG00000153147,2,7,0,,,,False,0,,,,
SMG1,ENSG00000157106,2,11,0,,,,False,0,,,,
SND1,ENSG00000197157,2,175,0,,,,False,0,,,,
SPAG7,ENSG00000091640,2,3,0,,,,False,0,,,,
STRAP,ENSG00000023734,2,0,0,,,,False,0,,,,
TAF13,ENSG00000197780,2,12,0,,,,False,0,,,,
TFAM,ENSG00000108064,2,43,0,,,,False,0,,,,
TFB1M,ENSG00000029639,2,26,0,,,,False,0,,,,
TFG,ENSG00000114354,2,6,0,,,,False,0,,,,
THAP11,ENSG00000168286,2,2,0,,,,False,0,,,,
TIMM10,ENSG00000134809,2,1,0,,,,False,0,,,,
TIMP1,ENSG00000102265,2,0,0,,,,False,0,,,,
TMED9,ENSG00000184840,2,11,0,,,,False,0,,,,
TMEM234,ENSG00000160055,2,1,0,,,,False,0,,,,
TOR1A,ENSG00000136827,2,9,0,,,,False,0,,,,
TPST2,ENSG00000128294,2,13,0,,,,False,0,,,,
UFL1,ENSG00000014123,2,2,0,,,,False,0,,,,
UQCRC2,ENSG00000140740,2,2,0,,,,False,0,,,,
USP22,ENSG00000124422,2,7,0,,,,False,0,,,,
UTP23,ENSG00000147679,2,10,0,,,,False,0,,,,
VBP1,ENSG00000155959,2,6,0,,,,False,0,,,,
WAS,ENSG00000015285,2,3,0,,,,False,0,,,,
WDR24,ENSG00000127580,2,25,0,,,,False,0,,,,
WDR82,ENSG00000164091,2,27,0,,,,False,0,,,,
XIAP,ENSG00000101966,2,3,0,,,,False,0,,,,
YTHDF2,ENSG00000198492,2,7,0,,,,False,0,,,,
ZBTB14,ENSG00000198081,2,9,0,,,,False,0,,,,
ZMYM2,ENSG00000121741,2,22,0,,,,False,0,,,,
ZNF613,ENSG00000176024,2,6,0,,,,False,0,,,,
ZNF622,ENSG00000173545,2,1,0,,,,False,0,,,,
ZNF649,ENSG00000198093,2,6,0,,,,False,0,,,,
